EXCHANGE,CABLE_NAME,FIBER_PAIR,REMARKS,STATUS,CABLE_TYPE,DSA_NUM,ACCESS_POINT,ROUTE,PEDESTAL,AP_ADDRESS,MAP,CONDITION_CODE,COMMENTS,CIRCUIT_ID,CIRCUIT_DESIGN_ID,EUL_NAME,STREET_ADDRESS,ADDL_INFO,CLLI_CODE
LAVERGNE,FDHAJ,140,,Inservice,PON-DISTR,24100,241-AJ-517 FP1,517,FP1,PINE RIDGE LN,MAP-31,,,241-02-043439/    /ONT LINK/3508254,3508254,241-02-043439,306 PINE RIDGE LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,141,,Unassigned,PON-DISTR,24100,241-AJ-517 FP1,517,FP1,PINE RIDGE LN,MAP-31,,,,,241-02-043435,305 PINE RIDGE LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,142,,Unassigned,PON-DISTR,24100,241-AJ-517 FP1,517,FP1,PINE RIDGE LN,MAP-31,,,,,241-AJ-043426,304 PINE RIDGE LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,143,,Unassigned,PON-DISTR,24100,241-AJ-517 FP1,517,FP1,PINE RIDGE LN,MAP-31,,,,,241-AJ-043420,303 PINE RIDGE LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,144,,Inservice,PON-DISTR,24100,241-AJ-517 FP1,517,FP1,PINE RIDGE LN,MAP-31,,,241-AJ-043415//ONT LINK/2929858,2929858,241-AJ-043415,302 PINE RIDGE LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,145,,Unassigned,PON-DISTR,24100,241-AJ-515 FP4,515,FP4,BLUE LAKE LN,MAP-31,,,,,241-AJ-069499,224 BLUE LAKE LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,146,,Unassigned,PON-DISTR,24100,241-AJ-515 FP4,515,FP4,BLUE LAKE LN,MAP-31,,,,,241-02-069478,222 BLUE LAKE LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,147,,Unassigned,PON-DISTR,24100,241-AJ-515 FP4,515,FP4,BLUE LAKE LN,MAP-31,,,,,241-02-069487,223 BLUE LAKE LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,148,,Inservice,PON-DISTR,24100,241-AJ-515 FP4,515,FP4,BLUE LAKE LN,MAP-31,,,241-AJ-069475//ONT LINK/2931526,2931526,241-AJ-069475,220 BLUE LAKE LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,149,,Unassigned,PON-DISTR,24100,241-AJ-515 FP3,515,FP3,BLUE LAKE LN,MAP-31,,,,,241-02-069467,219 BLUE LAKE LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,150,,Inservice,PON-DISTR,24100,241-AJ-515 FP3,515,FP3,BLUE LAKE LN,MAP-31,,,241-AJ-069462//ONT LINK/2929366,2929366,241-AJ-069462,218 BLUE LAKE LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,151,,Unassigned,PON-DISTR,24100,241-AJ-515 FP3,515,FP3,BLUE LAKE LN,MAP-31,,,,,241-02-069450,217 BLUE LAKE LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,152,,Unassigned,PON-DISTR,24100,241-AJ-515 FP3,515,FP3,BLUE LAKE LN,MAP-31,,,,,241-AJ-069443,216 BLUE LAKE LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,153,,Unassigned,PON-DISTR,24100,241-AJ-515 FP3,515,FP3,BLUE LAKE LN,MAP-31,,,,,241-02-069436,215 BLUE LAKE LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,154,,Unassigned,PON-DISTR,24100,241-AJ-515 FP3,515,FP3,BLUE LAKE LN,MAP-31,,,,,241-AJ-069430,214 BLUE LAKE LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,155,,Inservice,PON-DISTR,24100,241-AJ-515 FP3,515,FP3,BLUE LAKE LN,MAP-31,,,241-AJ-031724//ONT LINK/2931123,2931123,241-AJ-031724,213 BLUE LAKE LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,157,,Unassigned,PON-DISTR,24100,241-AJ-515 FP2,515,FP2,BLUE LAKE LN,MAP-31,,,,,241-02-069415,212 BLUE LAKE LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,158,,Unassigned,PON-DISTR,24100,241-AJ-515 FP2,515,FP2,BLUE LAKE LN,MAP-31,,,,,241-02-069406,211 BLUE LAKE LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,159,,Unassigned,PON-DISTR,24100,241-AJ-515 FP2,515,FP2,BLUE LAKE LN,MAP-31,,,,,241-02-069398,210 BLUE LAKE LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,160,,Unassigned,PON-DISTR,24100,241-AJ-515 FP2,515,FP2,BLUE LAKE LN,MAP-31,,,,,241-AJ-069389,209 BLUE LAKE LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,161,,Unassigned,PON-DISTR,24100,241-AJ-515 FP2,515,FP2,BLUE LAKE LN,MAP-31,,,,,241-02-069379,208 BLUE LAKE LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,162,,Unassigned,PON-DISTR,24100,241-AJ-515 FP1,515,FP1,BLUE LAKE LN,MAP-31,,,,,241-AJ-069374,207 BLUE LAKE LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,163,,Unassigned,PON-DISTR,24100,241-AJ-515 FP1,515,FP1,BLUE LAKE LN,MAP-31,,,,,241-02-069364,206 BLUE LAKE LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,164,,Unassigned,PON-DISTR,24100,241-AJ-515 FP1,515,FP1,BLUE LAKE LN,MAP-31,,,,,241-02-069354,205 BLUE LAKE LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,165,,Unassigned,PON-DISTR,24100,241-AJ-515 FP1,515,FP1,BLUE LAKE LN,MAP-31,,,,,241-02-069344,204 BLUE LAKE LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,166,,Unassigned,PON-DISTR,24100,241-AJ-515 FP1,515,FP1,BLUE LAKE LN,MAP-31,,,,,241-02-069336,203 BLUE LAKE LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,167,,Inservice,PON-DISTR,24100,241-AJ-515 FP1,515,FP1,BLUE LAKE LN,MAP-31,,,241-AJ-069330//ONT LINK/2929278,2929278,241-AJ-069330,202 BLUE LAKE LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,169,,Unassigned,PON-DISTR,24100,241-AJ-494 FP2,494,FP2,FOREST RIDGE DR,MAP-37,,,,,241-02-011881,706 FOREST RIDGE DR ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,170,,Unassigned,PON-DISTR,24100,241-AJ-494 FP2,494,FP2,FOREST RIDGE DR,MAP-37,,,,,241-AJ-011526,300 FOREST RIDGE DR ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,171,,Inservice,PON-DISTR,24100,241-AJ-494 FP2,494,FP2,FOREST RIDGE DR,MAP-37,,,241-AJ-011890//ONT LINK/2929055,2929055,241-AJ-011890,710 FOREST RIDGE DR ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,172,,Unassigned,PON-DISTR,24100,241-AJ-494 FP1,494,FP1,FOREST RIDGE DR,MAP-37,,,,,241-02-011873,705 FOREST RIDGE DR ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,173,,Unassigned,PON-DISTR,24100,241-AJ-494 FP1,494,FP1,FOREST RIDGE DR,MAP-37,,,,,241-02-011893,714 FOREST RIDGE DR ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,174,,Inservice,PON-DISTR,24100,241-AJ-494 FP1,494,FP1,FOREST RIDGE DR,MAP-37,,,241-AJ-069322//ONT LINK/2929753,2929753,241-AJ-069322,200 BLUE LAKE LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,175,,Inservice,PON-DISTR,24100,241-AJ-494 FP1,494,FP1,FOREST RIDGE DR,MAP-37,,,241-AJ-011905//ONT LINK/2929586,2929586,241-AJ-011905,800 FOREST RIDGE DR ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,176,,Unassigned,PON-DISTR,24100,241-AJ-494 FP1,494,FP1,FOREST RIDGE DR,MAP-37,,,,,241-02-011908,804 FOREST RIDGE DR ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,181,,Unassigned,PON-DISTR,24100,241-AJ-183 FP2,183,FP2,HOLLANDALE RD,MAP-31,,,,,241-AJ-018607,720 HOLLANDALE RD ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,182,,Unassigned,PON-DISTR,24100,241-AJ-462 FP19,462,FP19,HOLLANDALE RD,MAP-31,,,,,241-43-018564,719 HOLLANDALE RD ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,183,,Unassigned,PON-DISTR,24100,241-AJ-462 FP19,462,FP19,HOLLANDALE RD,MAP-31,,,,,241-43-018555,717 HOLLANDALE RD ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,184,,Unassigned,PON-DISTR,24100,241-AJ-462 FP18,462,FP18,HOLLANDALE RD,MAP-31,,,,,241-43-018544,715 HOLLANDALE RD ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,185,,Unassigned,PON-DISTR,24100,241-AJ-462 FP18,462,FP18,HOLLANDALE RD,MAP-31,,,,,241-AJ-018529,713 HOLLANDALE RD ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,186,,Inservice,PON-DISTR,24100,241-AJ-462 FP17,462,FP17,HOLLANDALE RD,MAP-31,,,241-AJ-018524/    /ONT LINK/3534383,3534383,241-AJ-018524,711 HOLLANDALE RD ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,187,,Unassigned,PON-DISTR,24100,241-AJ-462 FP17,462,FP17,HOLLANDALE RD,MAP-31,,,,,241-43-018504,709 HOLLANDALE RD ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,188,,Unassigned,PON-DISTR,24100,241-AJ-462 FP17,462,FP17,HOLLANDALE RD,MAP-31,,,,,241-AJ-018493,707 HOLLANDALE RD ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,192,,Unassigned,PON-DISTR,24100,241-AJ-462 FP16,462,FP16,HOLLANDALE RD,MAP-31,,,,,241-43-018486,705 HOLLANDALE RD ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,193,,Inservice,PON-DISTR,24100,241-AJ-462 FP16,462,FP16,HOLLANDALE RD,MAP-31,,,241-AJ-018484//ONT LINK/2929084,2929084,241-AJ-018484,703 HOLLANDALE RD ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,194,,Unassigned,PON-DISTR,24100,241-AJ-462 FP16,462,FP16,HOLLANDALE RD,MAP-31,,,,,241-43-018510,710 HOLLANDALE RD ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,195,,Unassigned,PON-DISTR,24100,241-AJ-462 FP16,462,FP16,HOLLANDALE RD,MAP-31,,,,,241-43-018470,701 HOLLANDALE RD ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,196,,Unassigned,PON-DISTR,24100,241-AJ-462 FP16,462,FP16,HOLLANDALE RD,MAP-31,,,,,241-AJ-069655,403 BON AQUA DR ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,197,,Unassigned,PON-DISTR,24100,241-AJ-462 FP15,462,FP15,BON AQUA RD,MAP-31,,,,,241-AJ-069667,405 BON AQUA DR ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,198,,Unassigned,PON-DISTR,24100,241-AJ-462 FP15,462,FP15,BON AQUA RD,MAP-31,,,,,241-AJ-069677,407 BON AQUA DR ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,199,,Inservice,PON-DISTR,24100,241-AJ-462 FP15,462,FP15,BON AQUA RD,MAP-31,,,241-43-069683/    /ONT LINK/3275868,3275868,241-43-069683,409 BON AQUA DR ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,200,,Unassigned,PON-DISTR,24100,241-AJ-458 FP1,458,FP1,BON AQUA RD,MAP-31,,,,,241-AJ-069696,411 BON AQUA DR ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,201,,Unassigned,PON-DISTR,24100,241-AJ-458 FP1,458,FP1,BON AQUA RD,MAP-31,,,,,241-43-069660,404 BON AQUA DR ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,205,,Unassigned,PON-DISTR,24100,241-AJ-462 FP14,462,FP14,HOLLANDALE RD,MAP-31,,,,,241-10-018456,700 HOLLANDALE RD ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,206,,Unassigned,PON-DISTR,24100,241-AJ-462 FP14,462,FP14,HOLLANDALE RD,MAP-31,,,,,241-10-018437,698 HOLLANDALE RD ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,207,,Unassigned,PON-DISTR,24100,241-AJ-462 FP14,462,FP14,HOLLANDALE RD,MAP-31,,,,,241-AJ-018450,699 HOLLANDALE RD ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,208,,Unassigned,PON-DISTR,24100,241-AJ-462 FP14,462,FP14,HOLLANDALE RD,MAP-31,,,,,241-10-018411,696 HOLLANDALE RD ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,209,,Unassigned,PON-DISTR,24100,241-AJ-462 FP14,462,FP14,HOLLANDALE RD,MAP-31,,,,,241-AJ-018426,697 HOLLANDALE RD ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,210,,Unassigned,PON-DISTR,24100,241-AJ-462 FP13,462,FP13,HOLLANDALE RD,MAP-31,,,,,241-10-018398,694 HOLLANDALE RD ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,211,,Inservice,PON-DISTR,24100,241-AJ-462 FP13,462,FP13,HOLLANDALE RD,MAP-31,,,241-AJ-018407//ONT LINK/2930888,2930888,241-AJ-018407,695 HOLLANDALE RD ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,212,,Inservice,PON-DISTR,24100,241-AJ-462 FP13,462,FP13,HOLLANDALE RD,MAP-31,,,241-AJ-018385//ONT LINK/2929854,2929854,241-AJ-018385,692 HOLLANDALE RD ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,213,,Unassigned,PON-DISTR,24100,241-AJ-462 FP13,462,FP13,HOLLANDALE RD,MAP-31,,,,,241-10-018390,693 HOLLANDALE RD ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,214,,Unassigned,PON-DISTR,24100,241-AJ-462 FP13,462,FP13,HOLLANDALE RD,MAP-31,,,,,241-10-018365,690 HOLLANDALE RD ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,215,,Unassigned,PON-DISTR,24100,241-AJ-462 FP13,462,FP13,HOLLANDALE RD,MAP-31,,,,,241-10-018377,691 HOLLANDALE RD ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,218,,Unassigned,PON-DISTR,24100,241-AJ-632 FP1,632,FP1,WATERS EDGE LN,MAP-31,,,,,241-10-056015,411 WATERSEDGE LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,219,,Inservice,PON-DISTR,24100,241-AJ-632 FP1,632,FP1,WATERS EDGE LN,MAP-31,,,241-AJ-056014//ONT LINK/2931120,2931120,241-AJ-056014,409 WATERSEDGE LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,220,,Inservice,PON-DISTR,24100,241-AJ-628 FP2,628,FP2,WATERS EDGE LN,MAP-31,,,241-AJ-056004/    /ONT LINK/3037515,3037515,241-AJ-056004,407 WATERSEDGE LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,221,,Inservice,PON-DISTR,24100,241-AJ-628 FP2,628,FP2,WATERS EDGE LN,MAP-31,,,241-AJ-055999//ONT LINK/2930735,2930735,241-AJ-055999,405 WATERSEDGE LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,222,,Inservice,PON-DISTR,24100,241-AJ-628 FP2,628,FP2,WATERS EDGE LN,MAP-31,,,241-AJ-055987/    /ONT LINK/3266946,3266946,241-AJ-055987,402 WATERSEDGE LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,223,,Unassigned,PON-DISTR,24100,241-AJ-628 FP3,628,FP3,WATERS EDGE LN,MAP-31,,,,,241-10-055993,404 WATERSEDGE LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,224,,Inservice,PON-DISTR,24100,241-AJ-628 FP3,628,FP3,WATERS EDGE LN,MAP-31,,,241-AJ-056003//ONT LINK/2929910,2929910,241-AJ-056003,406 WATERSEDGE LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,225,,Unassigned,PON-DISTR,24100,241-AJ-628 FP4,628,FP4,WATERS EDGE LN,MAP-31,,,,,241-10-056008,408 WATERSEDGE LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,229,,Unassigned,PON-DISTR,24100,241-AJ-462 FP12,462,FP12,HOLLANDALE RD,MAP-31,,,,,241-10-018354,689 HOLLANDALE RD ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,230,,Unassigned,PON-DISTR,24100,241-AJ-462 FP12,462,FP12,HOLLANDALE RD,MAP-31,,,,,241-AJ-018333,686 HOLLANDALE RD ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,231,,Inservice,PON-DISTR,24100,241-AJ-462 FP12,462,FP12,HOLLANDALE RD,MAP-31,,,241-AJ-018343//ONT LINK/2929531,2929531,241-AJ-018343,687 HOLLANDALE RD ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,232,,Unassigned,PON-DISTR,24100,241-AJ-462 FP12,462,FP12,HOLLANDALE RD,MAP-31,,,,,241-AJ-018313,684 HOLLANDALE RD ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,233,,Inservice,PON-DISTR,24100,241-AJ-462 FP12,462,FP12,HOLLANDALE RD,MAP-31,,,241-AJ-018325//ONT LINK/2930714,2930714,241-AJ-018325,685 HOLLANDALE RD ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,234,,Unassigned,PON-DISTR,24100,241-AJ-462 FP12,462,FP12,HOLLANDALE RD,MAP-31,,,,,241-AJ-018309,683 HOLLANDALE RD ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,235,,Inservice,PON-DISTR,24100,241-AJ-462 FP11,462,FP11,HOLLANDALE RD,MAP-31,,,241-AJ-018292//ONT LINK/2931392,2931392,241-AJ-018292,681 HOLLANDALE RD ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,236,,Inservice,PON-DISTR,24100,241-AJ-462 FP11,462,FP11,HOLLANDALE RD,MAP-31,,,241-10-018297/    /ONT LINK/3546726,3546726,241-10-018297,682 HOLLANDALE RD ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,237,,Unassigned,PON-DISTR,24100,241-AJ-462 FP11,462,FP11,HOLLANDALE RD,MAP-31,,,,,241-AJ-018274,679 HOLLANDALE RD ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,238,,Inservice,PON-DISTR,24100,241-AJ-462 FP11,462,FP11,HOLLANDALE RD,MAP-31,,,241-AJ-018284//ONT LINK/2930372,2930372,241-AJ-018284,680 HOLLANDALE RD ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,239,,Unassigned,PON-DISTR,24100,241-AJ-462 FP11,462,FP11,HOLLANDALE RD,MAP-31,,,,,241-AJ-018252,677 HOLLANDALE RD ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,240,,Unassigned,PON-DISTR,24100,241-AJ-462 FP11,462,FP11,HOLLANDALE RD,MAP-31,,,,,241-10-018258,678 HOLLANDALE RD ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,241,,Unassigned,PON-DISTR,24100,241-AJ-689 FP4,689,FP4,ANGLE WAY,MAP-35,,,,,241-AJ-064405,614 ANGEL WAY ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,242,,Inservice,PON-DISTR,24100,241-AJ-689 FP4,689,FP4,ANGLE WAY,MAP-35,,,241-AJ-064400//ONT LINK/2929167,2929167,241-AJ-064400,612 ANGEL WAY ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,243,,Inservice,PON-DISTR,24100,241-AJ-689 FP3,689,FP3,ANGLE WAY,MAP-35,,,241-AJ-064395//ONT LINK/2931040,2931040,241-AJ-064395,610 ANGEL WAY ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,244,,Unassigned,PON-DISTR,24100,241-AJ-689 FP3,689,FP3,ANGLE WAY,MAP-35,,,,,241-AJ-064390,608 ANGEL WAY ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,245,,Unassigned,PON-DISTR,24100,241-AJ-689 FP3,689,FP3,ANGLE WAY,MAP-35,,,,,241-10-064340,607 ANGEL WAY ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,246,,Unassigned,PON-DISTR,24100,241-AJ-689 FP3,689,FP3,ANGLE WAY,MAP-35,,,,,241-AJ-064381,606 ANGEL WAY ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,247,,Unassigned,PON-DISTR,24100,241-AJ-689 FP2,689,FP2,ANGLE WAY,MAP-41,,,,,241-10-064331,605 ANGEL WAY ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,248,,Unassigned,PON-DISTR,24100,241-AJ-689 FP2,689,FP2,ANGLE WAY,MAP-41,,,,,241-AJ-064371,604 ANGEL WAY ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,249,,Inservice,PON-DISTR,24100,241-AJ-689 FP2,689,FP2,ANGLE WAY,MAP-41,,,241-10-064321/    /ONT LINK/3269548,3269548,241-10-064321,603 ANGEL WAY ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,250,,Unassigned,PON-DISTR,24100,241-AJ-689 FP2,689,FP2,ANGLE WAY,MAP-41,,,,,241-AJ-064363,602 ANGEL WAY ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,253,,Unassigned,PON-DISTR,24100,241-AJ-462 FP3,462,FP3,HOLLANDALE RD,MAP-41,,,,,241-10-017880,578 HOLLANDALE RD ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,254,,Unassigned,PON-DISTR,24100,241-AJ-462 FP3,462,FP3,HOLLANDALE RD,MAP-41,,,,,241-10-017891,581 HOLLANDALE RD ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,255,,Unassigned,PON-DISTR,24100,241-AJ-462 FP3,462,FP3,HOLLANDALE RD,MAP-41,,,,,241-10-017898,583 HOLLANDALE RD ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,256,,Inservice,PON-DISTR,24100,241-AJ-462 FP4,462,FP4,HOLLANDALE RD,MAP-41,,,241-10-017904/    /ONT LINK/3037021,3037021,241-10-017904,585 HOLLANDALE RD ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,257,,Unassigned,PON-DISTR,24100,241-AJ-462 FP4,462,FP4,HOLLANDALE RD,MAP-41,,,,,241-10-017913,587 HOLLANDALE RD ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,258,,Unassigned,PON-DISTR,24100,241-AJ-462 FP4,462,FP4,HOLLANDALE RD,MAP-41,,,,,241-10-017990,600 HOLLANDALE RD ,,LVRGTNXAAJ
